,q0001,q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,racethn4,educ4,age3,kids,orientation,weight
1420,Very masculine,Not too important,1,0,1,0,0,0,Yes,Often,Often,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Illinois,Prefer not to answer,East North Central,MacOS Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.611347689
1421,Somewhat masculine,Not too important,1,1,0,1,0,0,Yes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,"Never, and not open to it",Often,Rarely,Rarely,Sometimes,0,0,0,0,0,1,0,1,0,0,0,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Often,0,0,You feel good about being the one who pays,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Never married,0,0,1,Straight,Black,Some college,Arizona,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,Black,Some college,35 - 64,0,Straight,0.852590966
1422,Somewhat masculine,Somewhat important,0,0,1,1,1,0,Yes,Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Rarely,0,1,1,1,0,0,1,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,Confronted the accused person,0,0,0,0,0,0,0,Some,Yes,No,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,1,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,New Jersey,"$200,000+",Middle Atlantic,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.70666089
1423,Somewhat masculine,Not too important,1,1,1,0,1,0,Yes,Often,Often,Often,Rarely,"Never, and not open to it","Never, but open to it",Often,Rarely,Rarely,Often,Sometimes,0,1,1,1,1,1,1,0,1,1,0,0,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,0,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Sometimes,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,Never married,0,0,1,Gay,White,College graduate,Missouri,"$50,000-$74,999",West North Central,Windows Desktop / Laptop,White,College or more,18 - 34,0,Gay/Bisexual,2.3074052419999997
1424,Somewhat masculine,Somewhat important,1,0,1,0,1,1,Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,Rarely,Rarely,0,1,1,0,0,1,0,0,1,0,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,Contacted the HR department,0,0,0,0,0,0,A lot,Yes,No,Sometimes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,Post graduate degree,South Carolina,"$200,000+",South Atlantic,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,1,Straight,0.05904296
1425,Somewhat masculine,Not at all important,0,0,1,0,0,0,Yes,Rarely,Rarely,"Never, and not open to it",No answer,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",Men make more money,0,Men have more choice,Men have more promotion/professional development opportunities,0,Men generally have more support from their managers,0,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,No,Always,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,0,0,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,Did not complete high school,Illinois,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,White,High school or less,65 and up,1,Straight,2.237947368
1426,Somewhat masculine,Not too important,1,1,1,1,1,0,Yes,Sometimes,Often,Sometimes,Sometimes,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it",Often,0,1,0,0,0,0,0,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,Yes,Often,0,You make more money than your date,0,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,0,1,1,0,0,0,0,1,0,Never married,0,0,1,Straight,White,Post graduate degree,Connecticut,"$50,000-$74,999",New England,Windows Desktop / Laptop,White,Post graduate degree,18 - 34,0,Straight,0.15065875
1427,Somewhat masculine,Not too important,1,1,1,0,1,0,Yes,Rarely,Sometimes,"Never, and not open to it",No answer,"Never, but open to it",Often,"Never, and not open to it",Rarely,Sometimes,Rarely,Sometimes,0,1,0,0,0,0,0,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,Contacted the manager of the accused person,Reached out to the victim to offer support,0,0,0,0,Some,No,No,Often,0,0,You feel good about being the one who pays,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Married,0,0,1,Straight,White,College graduate,Indiana,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,White,College or more,35 - 64,0,Straight,0.515746057
1428,Very masculine,Not at all important,1,1,0,0,0,1,No,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Rarely,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,0,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,No,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,0,0,0,1,0,0,0,1,1,Married,0,1,0,Straight,White,College graduate,Colorado,"$150,000-$174,999",Mountain,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.46735908600000003
1429,Very masculine,Very important,1,0,0,0,0,0,Yes,Often,Often,Sometimes,Sometimes,Rarely,Often,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,1,0,1,0,0,0,0,1,0,0,0,"Employed, working full-time",0,Men are taken more seriously,0,0,0,0,0,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,1,0,0,0,0,0,0,0,0,1,0,Divorced,0,1,0,Straight,Black,High school or G.E.D.,Nevada,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,Black,High school or less,35 - 64,1,Straight,2.072581801
1430,Very masculine,Somewhat important,1,1,1,0,1,0,Yes,Sometimes,Rarely,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,Rarely,Often,0,1,0,1,0,1,1,1,1,1,1,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Often,0,0,You feel good about being the one who pays,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,Married,1,0,0,Straight,Black,College graduate,Georgia,"$75,000-$99,999",0,Android Phone / Tablet,Black,College or more,35 - 64,1,Straight,2.692188508
1431,Somewhat masculine,Somewhat important,1,1,1,0,1,0,Yes,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it",Often,"Never, but open to it","Never, and not open to it",Sometimes,0,1,0,1,0,0,1,0,0,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,1,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Illinois,"$75,000-$99,999",East North Central,iOS Phone / Tablet,White,College or more,65 and up,1,Straight,0.574169258
1432,Very masculine,Very important,0,0,0,1,0,0,Yes,Sometimes,Rarely,"Never, but open to it",No answer,"Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,Yes,Always,0,0,0,0,0,0,Other (please specify),1,0,0,0,0,0,0,0,0,1,0,Married,1,0,0,Straight,Black,College graduate,South Carolina,Prefer not to answer,South Atlantic,Windows Desktop / Laptop,Black,College or more,35 - 64,1,Straight,0.686143334
1433,Very masculine,Very important,1,0,1,1,1,0,No answer,Rarely,Sometimes,"Never, but open to it",Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, but open to it",Sometimes,0,1,0,1,0,1,1,1,1,1,1,0,"Employed, working full-time",0,Men are taken more seriously,0,0,0,0,0,0,Managers want to hire and promote women,0,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,Yes,Yes,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,1,0,1,0,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,College graduate,Massachusetts,"$150,000-$174,999",New England,Windows Desktop / Laptop,White,College or more,18 - 34,0,Straight,2.213359407
1434,Very masculine,Very important,1,1,1,1,1,1,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Sometimes,Rarely,Sometimes,0,1,1,1,1,0,1,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,Other (please specify),0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,Yes,No,Always,0,0,0,0,0,0,Other (please specify),1,1,1,1,1,1,0,0,0,1,0,Married,1,0,0,Straight,Hispanic,Associate's degree,California,"$100,000-$124,999",Pacific,iOS Phone / Tablet,Hispanic,Some college,35 - 64,1,Straight,1.79575539
1435,Not very masculine,Not too important,1,0,0,0,0,0,Yes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,"Never, and not open to it",Rarely,Sometimes,"Never, but open to it","Never, but open to it",0,0,0,0,0,0,0,0,0,0,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,0,0,Other (please specify),0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,No,Often,0,0,0,0,0,0,Other (please specify),0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,White,Some college,Alaska,"$150,000-$174,999",Pacific,Windows Desktop / Laptop,White,Some college,35 - 64,1,Straight,0.582941873
1436,Somewhat masculine,Somewhat important,1,0,0,1,0,0,Yes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Rarely,Rarely,"Never, but open to it",Rarely,0,1,0,1,0,0,0,0,0,1,0,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,Some college,Wisconsin,"$50,000-$74,999",East South Central,Windows Desktop / Laptop,White,Some college,35 - 64,0,Straight,1.469742569
1437,Very masculine,Very important,1,1,0,0,0,0,Yes,"Never, but open to it",Rarely,Sometimes,Often,Rarely,Sometimes,"Never, and not open to it",Often,Rarely,Rarely,"Never, and not open to it",0,0,1,0,1,0,1,1,1,1,0,0,"Employed, working full-time",0,Men are taken more seriously,Men have more choice,0,0,0,0,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Often,0,You make more money than your date,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,1,1,0,0,0,0,0,1,0,Never married,0,0,1,Straight,Hispanic,Some college,California,"$50,000-$74,999",Pacific,Android Phone / Tablet,Hispanic,Some college,35 - 64,0,Straight,1.79575539
1438,Not very masculine,Not too important,0,0,0,1,1,0,Yes,Sometimes,Often,Often,Often,"Never, and not open to it","Never, but open to it","Never, but open to it","Never, and not open to it","Never, but open to it","Never, but open to it",Sometimes,0,1,0,1,1,0,0,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,Contacted the manager of the accused person,0,0,0,0,0,A lot,Yes,No,Sometimes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Divorced,0,1,0,Bisexual,White,College graduate,Michigan,"$50,000-$74,999",East North Central,iOS Phone / Tablet,White,College or more,35 - 64,1,Gay/Bisexual,0.5007129029999999
1439,Somewhat masculine,Somewhat important,0,0,0,0,0,1,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,Sometimes,Sometimes,Sometimes,0,1,0,1,0,1,1,0,1,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,It?s the right thing to do,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,Divorced,0,1,0,Straight,White,Associate's degree,Texas,"$10,000-$24,999",West South Central,iOS Phone / Tablet,White,Some college,35 - 64,1,Straight,0.6394124379999999
1440,Somewhat masculine,Not too important,1,1,0,0,1,0,Yes,Rarely,Rarely,Rarely,No answer,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Straight,White,College graduate,North Carolina,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,College or more,65 and up,0,Straight,0.46853077200000004
1441,Somewhat masculine,Not too important,0,1,0,0,0,0,Yes,Rarely,Rarely,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Rarely,Rarely,Sometimes,0,0,1,0,0,0,0,1,1,1,1,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,Married,1,1,0,Straight,White,Some college,California,"$25,000-$49,999",Pacific,Android Phone / Tablet,White,Some college,35 - 64,1,Straight,0.635800722
1442,Somewhat masculine,Not too important,1,0,0,0,0,0,No,Sometimes,Rarely,Sometimes,Rarely,Rarely,Often,"Never, and not open to it",Often,Often,"Never, but open to it","Never, but open to it",0,1,0,1,1,0,1,0,1,1,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Often,0,0,You feel good about being the one who pays,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,College graduate,Illinois,"$200,000+",East North Central,iOS Phone / Tablet,White,College or more,35 - 64,1,Straight,1.40274766
1443,Somewhat masculine,Not too important,1,0,0,0,0,0,No,Sometimes,Sometimes,"Never, and not open to it",Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,0,1,0,0,0,0,0,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Always,It?s the right thing to do,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Divorced,0,0,1,Straight,White,College graduate,Texas,"$10,000-$24,999",West South Central,iOS Phone / Tablet,White,College or more,35 - 64,0,Straight,1.175919075
1444,Somewhat masculine,Somewhat important,1,1,0,1,1,0,Yes,Sometimes,Rarely,Sometimes,Sometimes,"Never, but open to it","Never, but open to it",Often,Sometimes,Sometimes,"Never, but open to it",Often,0,1,0,1,0,1,1,1,0,1,0,0,"Employed, working full-time",Men make more money,0,0,0,0,0,0,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Gay,Black,Post graduate degree,New Jersey,"$200,000+",Middle Atlantic,Windows Desktop / Laptop,Black,Post graduate degree,35 - 64,0,Gay/Bisexual,0.35983644200000003
1445,Very masculine,Not too important,1,1,0,0,1,0,Yes,Sometimes,Often,Often,Sometimes,"Never, but open to it",Rarely,Rarely,"Never, and not open to it",Rarely,Rarely,Sometimes,0,1,0,1,1,1,0,1,1,1,0,0,"Not employed, student",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,Never married,0,0,1,Bisexual,White,Some college,California,"$0-$9,999",Pacific,Android Phone / Tablet,White,Some college,18 - 34,0,Gay/Bisexual,2.517910205
1446,Somewhat masculine,Not too important,1,1,1,1,1,1,Yes,"Never, but open to it",Rarely,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Rarely,"Never, but open to it",Sometimes,Often,0,1,1,1,1,0,0,1,0,1,1,0,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Divorced,1,0,0,Straight,White,Some college,Texas,"$0-$9,999",West South Central,Android Phone / Tablet,White,Some college,35 - 64,1,Straight,1.4692111540000001
1447,Not at all masculine,Not at all important,1,0,0,0,0,0,Yes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,Sometimes,"Never, and not open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",Men make more money,0,0,0,0,0,0,0,0,0,0,None of the above,0,0,0,0,Reached out to the victim to offer support,0,0,0,0,A lot,Yes,No,Never,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Married,0,0,1,Straight,White,College graduate,Maine,Prefer not to answer,East North Central,Windows Desktop / Laptop,White,College or more,18 - 34,0,Straight,2.066472351
1448,Very masculine,Not too important,1,1,0,0,0,0,Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,Sometimes,"Never, but open to it",0,1,0,0,0,0,0,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,Contacted the HR department,Contacted the manager of the accused person,Reached out to the victim to offer support,0,0,0,0,Only a little,No,No,Never,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,Pennsylvania,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet,White,Post graduate degree,35 - 64,0,Straight,0.09446318199999999
1449,Somewhat masculine,Very important,1,1,0,0,0,0,No,Sometimes,Rarely,Rarely,Rarely,Rarely,Often,"Never, and not open to it",Sometimes,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,0,0,0,0,0,0,1,Married,0,1,0,Straight,White,Post graduate degree,Michigan,"$125,000-$149,999",East North Central,iOS Phone / Tablet,White,Post graduate degree,65 and up,1,Straight,0.059086640999999995
1450,Very masculine,Somewhat important,1,0,0,0,0,0,No,Sometimes,Rarely,"Never, and not open to it",Sometimes,Rarely,Often,"Never, and not open to it",Often,Often,"Never, and not open to it","Never, and not open to it",0,1,0,1,0,0,1,0,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Only a little,No,Yes,Always,It?s the right thing to do,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,0,0,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,College graduate,Alabama,"$150,000-$174,999",East South Central,Android Phone / Tablet,White,College or more,35 - 64,1,Straight,1.486472155
1451,Somewhat masculine,Somewhat important,1,0,0,0,0,0,No,Sometimes,Rarely,Rarely,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Rarely,0,0,0,0,0,0,0,0,0,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,0,0,0,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,0,0,1,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Pennsylvania,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet,White,College or more,65 and up,1,Straight,0.45288311299999995
1452,Somewhat masculine,Somewhat important,1,1,1,0,1,0,No,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,0,0,0,1,0,0,0,0,1,1,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,Did not respond at all,0,0,You didn?t think it was your place,A lot,Yes,Yes,Often,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,0,0,0,1,0,0,0,0,0,1,1,Never married,0,0,1,Straight,White,College graduate,Colorado,"$25,000-$49,999",Mountain,iOS Phone / Tablet,White,College or more,35 - 64,0,Straight,1.0948143129999999
1453,Very masculine,Not too important,1,0,1,0,0,1,No,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,Rarely,Rarely,0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,California,"$200,000+",Pacific,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,1,Straight,0.061599115
1454,Somewhat masculine,Not too important,0,0,0,0,0,1,Yes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Sometimes,0,1,0,0,0,0,0,0,1,1,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,Yes,Always,It?s the right thing to do,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,0,0,0,0,1,0,Married,1,0,0,Straight,Other,Some college,Wisconsin,Prefer not to answer,East North Central,Android Phone / Tablet,Other,Some college,35 - 64,1,Straight,0.7524267659999999
1455,Very masculine,Somewhat important,1,0,0,0,0,0,Yes,Sometimes,Sometimes,Often,Sometimes,"Never, but open to it",Often,"Never, and not open to it",Often,Sometimes,Rarely,Sometimes,0,0,0,1,1,0,1,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,Yes,Yes,Often,It?s the right thing to do,0,You feel good about being the one who pays,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,Never married,0,0,1,Straight,White,Some college,California,"$10,000-$24,999",Pacific,Windows Desktop / Laptop,White,Some college,18 - 34,0,Straight,2.517910205
1456,Somewhat masculine,Somewhat important,1,0,1,1,0,0,Yes,"Never, but open to it","Never, but open to it",Rarely,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,0,1,1,0,0,0,1,1,1,1,1,0,"Employed, working part-time",0,0,0,0,0,0,None of the above,0,0,0,0,0,Other (please specify),0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Always,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,0,0,1,1,0,0,1,0,0,1,Never married,0,0,1,Straight,Black,Some college,Pennsylvania,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop,Black,Some college,35 - 64,0,Straight,2.205176596
1457,Very masculine,Very important,1,1,1,1,1,0,No,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Never married,0,0,1,Other,Asian,High school or G.E.D.,Pennsylvania,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,Other,High school or less,18 - 34,0,Other,5.928646721000001
